ENSEMBL	ESC	ESC	HB	HB
ENSG00000270196	0	0	0	0
ENSG00000270200	0	0	0	0
ENSG00000270202	0	0	0	0
ENSG00000270204	0	0	0	0
ENSG00000270209	0	0	0	0
ENSG00000270218	0	0	0	0
ENSG00000270222	0	0	0	0
ENSG00000270225	0	0	0	0
ENSG00000270226	0	0	0	0
ENSG00000270228	4	5	2	4
ENSG00000270230	0	0	0	0
ENSG00000270231	61	68	1137	1059
ENSG00000270232	0	0	0	0
ENSG00000270234	0	0	0	0
ENSG00000270236	0	0	0	0
ENSG00000270241	0	0	0	0
ENSG00000270242	0	0	0	0
ENSG00000270243	0	0	0	0
ENSG00000270244	0	0	1	0
ENSG00000270248	0	3	0	2
ENSG00000270249	8	3	3	0
ENSG00000270255	0	0	0	0
ENSG00000270257	0	0	0	0
ENSG00000270258	0	0	0	1
ENSG00000270259	0	0	0	0
ENSG00000270264	0	0	0	0
ENSG00000270268	0	0	0	0
ENSG00000270269	0	0	0	0
ENSG00000270270	2	1	6	12
ENSG00000270273	0	0	0	0
ENSG00000270275	0	0	0	1
ENSG00000270276	50	33	38	66
ENSG00000270280	0	0	0	0
ENSG00000270281	1	1	1	0
ENSG00000270282	0	0	0	0
ENSG00000270285	0	0	0	0
ENSG00000270287	0	0	0	0
ENSG00000270289	0	0	0	0
ENSG00000270292	0	0	0	0
ENSG00000270293	0	0	0	0
ENSG00000270294	0	0	0	0
ENSG00000270296	0	0	0	0
ENSG00000270299	0	0	0	0
ENSG00000270300	0	1	1	0
ENSG00000270301	0	0	0	0
ENSG00000270304	0	0	0	0
ENSG00000270306	0	0	0	0
ENSG00000270307	0	0	0	0
ENSG00000270308	0	0	0	0
ENSG00000270313	0	0	0	0
ENSG00000270314	0	0	0	0
ENSG00000270316	0	4	11	0
ENSG00000270317	0	0	0	0
ENSG00000270318	0	0	0	0
ENSG00000270322	0	0	0	0
ENSG00000270323	0	0	0	0
ENSG00000270324	0	0	0	0
ENSG00000270325	0	0	0	0
ENSG00000270326	0	0	0	0
ENSG00000270328	0	0	0	0
ENSG00000270330	0	0	0	0
ENSG00000270333	0	0	0	0
ENSG00000270335	0	0	0	0
ENSG00000270336	0	0	0	0
ENSG00000270339	0	0	0	0
ENSG00000270342	0	0	0	0
ENSG00000270343	1	0	1	0
ENSG00000270347	0	0	0	0
ENSG00000270350	0	0	0	0
ENSG00000270352	0	0	0	0
ENSG00000270354	5	6	0	1
ENSG00000270359	0	0	0	0
ENSG00000270367	13	23	4	13
ENSG00000270369	0	0	0	0
ENSG00000270377	0	0	0	0
ENSG00000270378	0	0	0	0
ENSG00000270379	0	0	0	0
ENSG00000270381	0	0	0	0
ENSG00000270382	0	0	0	0
ENSG00000270385	0	0	0	0
ENSG00000270387	0	0	0	0
ENSG00000270388	0	0	0	0
ENSG00000270390	0	0	0	0
ENSG00000270392	0	0	1	0
ENSG00000270393	2	0	1	2
ENSG00000270397	0	0	0	0
ENSG00000270400	0	0	0	0
ENSG00000270401	1	0	0	0
ENSG00000270402	0	0	0	1
ENSG00000270405	0	0	0	0
ENSG00000270409	0	0	1	2
ENSG00000270411	0	0	0	0
ENSG00000270413	0	0	0	0
ENSG00000270415	0	0	0	0
ENSG00000270416	0	0	0	0
ENSG00000270421	0	0	0	0
ENSG00000270422	0	0	0	0
ENSG00000270423	0	0	0	0
ENSG00000270424	1	0	3	1
ENSG00000270425	0	0	0	0
ENSG00000270427	0	0	0	0
ENSG00000270429	0	0	0	0
ENSG00000270430	0	0	0	0
ENSG00000270431	0	0	0	1
ENSG00000270432	0	0	0	0
ENSG00000270433	0	0	0	0
ENSG00000270434	0	0	0	0
ENSG00000270435	0	0	0	0
ENSG00000270437	0	0	0	0
ENSG00000270440	0	0	0	0
ENSG00000270441	10	16	3	2
ENSG00000270442	0	1	0	0
ENSG00000270443	0	0	0	0
ENSG00000270444	0	0	0	0
ENSG00000270445	0	0	0	0
ENSG00000270446	0	0	0	0
ENSG00000270447	0	0	0	0
ENSG00000270449	0	0	0	0
ENSG00000270451	0	0	0	0
ENSG00000270453	0	0	0	0
ENSG00000270455	0	0	0	0
ENSG00000270456	0	0	0	0
ENSG00000270458	0	0	0	0
ENSG00000270467	0	0	0	0
ENSG00000270469	0	1	0	1
ENSG00000270470	0	0	0	0
ENSG00000270472	0	0	0	0
ENSG00000270474	0	0	0	0
ENSG00000270475	0	0	0	0
ENSG00000270477	0	0	0	0
ENSG00000270479	1	1	0	1
ENSG00000270480	0	0	0	1
ENSG00000270484	0	0	0	0
ENSG00000270488	0	0	0	0
ENSG00000270490	0	0	4	2
ENSG00000270491	0	0	0	0
ENSG00000270492	2	1	0	0
ENSG00000270493	0	0	0	0
ENSG00000270494	0	0	0	0
ENSG00000270495	0	0	0	0
ENSG00000270496	0	0	0	0
ENSG00000270497	0	0	0	0
ENSG00000270499	0	0	0	0
ENSG00000270500	0	0	0	0
ENSG00000270503	0	0	0	0
ENSG00000270505	0	0	0	0
ENSG00000270506	0	0	0	0
ENSG00000270507	0	0	0	0
ENSG00000270509	0	0	0	0
ENSG00000270510	0	0	0	0
ENSG00000270512	0	0	0	0
ENSG00000270513	0	0	1	2
ENSG00000270516	0	0	0	0
ENSG00000270518	1	8	2	3
ENSG00000270521	0	0	0	0
ENSG00000270524	0	0	0	0
ENSG00000270526	0	0	0	0
ENSG00000270528	0	0	0	0
ENSG00000270531	0	0	0	0
ENSG00000270533	0	0	0	0
ENSG00000270538	0	0	0	0
ENSG00000270541	0	0	0	0
ENSG00000270542	0	0	0	0
ENSG00000270549	0	0	0	0
ENSG00000270550	0	0	0	0
ENSG00000270552	0	0	0	1
ENSG00000270553	0	0	0	0
ENSG00000270554	0	0	0	0
ENSG00000270555	0	0	0	0
ENSG00000270558	9	3	9	6
ENSG00000270560	0	0	0	0
ENSG00000270569	0	0	0	0
ENSG00000270570	1	1	0	1
ENSG00000270575	0	0	0	0
ENSG00000270576	0	0	0	0
ENSG00000270577	0	0	0	0
ENSG00000270578	0	0	0	0
ENSG00000270583	0	0	0	0
ENSG00000270584	0	0	0	0
ENSG00000270585	0	0	0	0
ENSG00000270587	0	0	0	0
ENSG00000270588	0	0	0	0
ENSG00000270591	0	0	0	0
ENSG00000270593	0	0	0	0
ENSG00000270598	0	0	0	0
ENSG00000270606	0	0	0	0
ENSG00000270610	0	0	0	0
ENSG00000270611	0	0	0	0
ENSG00000270612	0	0	0	0
ENSG00000270614	0	0	1	0
ENSG00000270615	0	0	0	0
ENSG00000270617	0	0	5	0
ENSG00000270619	0	0	0	0
ENSG00000270620	0	0	0	0
ENSG00000270623	0	0	0	0
ENSG00000270624	2	0	0	1
ENSG00000270625	0	0	0	0
ENSG00000270627	0	0	0	0
ENSG00000270629	662	655	1347	1139
ENSG00000270631	0	0	0	0
ENSG00000270632	0	0	0	0
ENSG00000270634	0	0	0	0
ENSG00000270639	0	0	0	0
ENSG00000270647	1938	1236	1717	1785
ENSG00000270648	0	0	0	0
ENSG00000270652	0	0	0	0
ENSG00000270654	0	0	0	0
ENSG00000270655	0	0	0	1
ENSG00000270664	0	0	0	0
ENSG00000270665	2	0	0	0
ENSG00000270666	0	0	0	0
ENSG00000270669	0	0	0	0
ENSG00000270670	0	0	0	0
ENSG00000270677	0	0	0	0
ENSG00000270678	0	0	0	0
ENSG00000270679	0	0	0	0
ENSG00000270680	0	0	0	0
ENSG00000270682	0	0	0	0
ENSG00000270683	0	0	0	0
ENSG00000270685	0	0	1	0
ENSG00000270688	0	0	0	0
ENSG00000270689	0	0	0	0
ENSG00000270690	0	0	0	0
ENSG00000270691	0	0	0	0
ENSG00000270694	0	0	0	0
ENSG00000270695	0	0	0	0
ENSG00000270698	0	0	0	0
ENSG00000270699	0	0	0	0
ENSG00000270701	0	0	0	0
ENSG00000270702	0	0	0	0
ENSG00000270705	0	0	0	0
ENSG00000270706	0	0	0	0
ENSG00000270708	0	0	0	0
ENSG00000270709	0	0	0	0
ENSG00000270711	0	0	0	0
ENSG00000270712	1	0	0	0
ENSG00000270713	0	0	1	0
ENSG00000270714	0	0	0	0
ENSG00000270716	1	0	20	18
ENSG00000270718	0	0	0	0
ENSG00000270719	0	0	0	0
ENSG00000270723	0	0	0	0
ENSG00000270727	0	0	0	0
ENSG00000270728	0	0	0	0
ENSG00000270733	0	0	0	0
ENSG00000270739	0	0	0	0
ENSG00000270741	0	0	0	0
ENSG00000270745	0	0	0	0
ENSG00000270747	0	0	1	0
ENSG00000270749	0	0	0	0
ENSG00000270753	0	0	0	0
ENSG00000270754	0	0	0	0
ENSG00000270757	17	18	24	19
ENSG00000270759	0	0	0	0
ENSG00000270762	0	0	0	0
ENSG00000270763	0	0	0	0
ENSG00000270764	0	0	0	0
ENSG00000270765	6	2	2	1
ENSG00000270767	0	0	0	0
ENSG00000270772	0	0	0	0
ENSG00000270773	4	5	3	3
ENSG00000270775	0	0	0	0
ENSG00000270776	0	0	0	0
ENSG00000270778	0	0	1	0
ENSG00000270779	0	0	0	0
ENSG00000270780	0	0	0	0
ENSG00000270781	0	0	0	0
ENSG00000270782	0	0	0	0
ENSG00000270788	0	1	0	0
ENSG00000270789	0	0	2	1
ENSG00000270790	0	0	0	0
ENSG00000270791	0	0	0	0
ENSG00000270793	0	0	0	0
ENSG00000270794	0	0	0	0
ENSG00000270797	1	0	0	0
ENSG00000270798	0	0	0	0
ENSG00000270799	0	0	0	0
ENSG00000270800	493	710	166	163
ENSG00000270802	1	0	1	2
ENSG00000270804	17	45	202	195
ENSG00000270806	0	0	0	0
ENSG00000270807	0	0	0	0
ENSG00000270808	0	0	0	0
ENSG00000270809	0	0	0	0
ENSG00000270811	0	0	0	0
ENSG00000270812	0	0	0	0
ENSG00000270813	0	0	1	3
ENSG00000270814	0	0	0	0
ENSG00000270815	0	0	0	0
ENSG00000270818	0	0	0	0
ENSG00000270822	0	0	0	0
ENSG00000270826	0	0	0	0
ENSG00000270830	0	0	0	0
ENSG00000270831	0	0	0	0
ENSG00000270832	0	0	0	0
ENSG00000270835	0	0	0	0
ENSG00000270837	1	2	0	0
ENSG00000270838	0	0	0	0
ENSG00000270839	0	0	0	0
ENSG00000270842	0	0	0	0
ENSG00000270846	0	0	0	0
ENSG00000270849	0	0	0	0
ENSG00000270850	1	0	0	0
ENSG00000270852	0	0	0	0
ENSG00000270855	0	0	0	0
ENSG00000270856	0	0	0	0
ENSG00000270858	0	0	0	0
ENSG00000270859	0	0	0	0
ENSG00000270861	0	0	0	0
ENSG00000270863	0	0	0	1
ENSG00000270864	0	0	0	0
ENSG00000270865	0	0	0	0
ENSG00000270868	0	0	0	0
ENSG00000270870	0	0	0	0
ENSG00000270872	23	27	11	22
ENSG00000270874	0	1	0	0
ENSG00000270878	7	3	9	4
ENSG00000270880	0	0	0	0
ENSG00000270882	60	0	142	91
ENSG00000270885	861	783	697	771
ENSG00000270889	0	0	0	0
ENSG00000270890	1	0	0	1
ENSG00000270891	0	0	0	0
ENSG00000270892	0	0	0	0
ENSG00000270893	0	0	0	0
ENSG00000270896	0	0	0	0
ENSG00000270897	0	0	0	0
ENSG00000270900	0	0	0	0
ENSG00000270902	0	0	0	0
ENSG00000270903	0	0	0	0
ENSG00000270904	0	0	0	0
ENSG00000270906	0	0	0	0
ENSG00000270909	0	0	0	0
ENSG00000270911	0	0	0	0
ENSG00000270914	0	0	0	0
ENSG00000270915	0	0	0	0
ENSG00000270916	0	0	0	0
ENSG00000270917	1	0	0	0
ENSG00000270920	0	0	0	0
ENSG00000270921	0	0	0	0
ENSG00000270923	28	9	21	23
ENSG00000270924	0	0	0	0
ENSG00000270926	0	0	0	0
ENSG00000270927	0	0	0	0
ENSG00000270929	0	0	0	0
ENSG00000270930	0	0	0	0
ENSG00000270934	0	0	0	0
ENSG00000270935	0	0	0	0
ENSG00000270938	0	3	0	0
ENSG00000270941	0	0	0	0
ENSG00000270945	0	2	0	0
ENSG00000270946	0	0	0	0
ENSG00000270948	0	0	8	4
ENSG00000270954	0	1	0	0
ENSG00000270955	0	0	2	0
ENSG00000270957	0	0	0	0
ENSG00000270960	0	0	0	0
ENSG00000270961	0	0	0	0
ENSG00000270962	1	0	2	0
ENSG00000270965	0	0	0	0
ENSG00000270969	0	0	0	0
ENSG00000270971	0	0	0	0
ENSG00000270973	0	0	0	0
ENSG00000270975	0	0	0	0
ENSG00000270976	0	0	0	0
ENSG00000270977	36	17	8	12
ENSG00000270978	0	0	0	0
ENSG00000270980	0	0	0	0
ENSG00000270981	0	0	0	0
ENSG00000270982	0	0	0	0
ENSG00000270983	0	0	0	0
ENSG00000270986	0	0	0	0
ENSG00000270987	0	0	1	1
ENSG00000270989	0	0	0	1
ENSG00000270990	0	0	0	0
ENSG00000270992	0	0	0	0
ENSG00000270993	0	0	1	0
ENSG00000270994	0	0	0	0
ENSG00000270995	0	1	0	0
ENSG00000270997	0	0	0	0
ENSG00000271002	1	0	1	1
ENSG00000271003	0	0	0	0
ENSG00000271005	0	0	0	0
ENSG00000271010	10	3	11	7
ENSG00000271014	0	0	0	0
ENSG00000271018	0	0	0	0
ENSG00000271021	2	1	1	4
ENSG00000271022	0	0	0	0
ENSG00000271024	0	0	0	2
ENSG00000271025	0	0	0	0
ENSG00000271026	0	0	0	0
ENSG00000271027	0	0	0	0
ENSG00000271028	0	0	0	0
ENSG00000271029	0	0	0	0
ENSG00000271034	0	0	0	0
ENSG00000271035	0	0	0	0
ENSG00000271036	0	0	0	0
ENSG00000271042	0	0	0	0
ENSG00000271044	0	0	0	0
ENSG00000271047	0	0	0	0
ENSG00000271048	0	0	0	0
ENSG00000271049	0	0	0	0
ENSG00000271052	0	0	0	0
ENSG00000271053	0	0	0	0
ENSG00000271056	0	0	0	0
ENSG00000271057	1	1	0	3
ENSG00000271063	0	0	0	0
ENSG00000271064	0	0	0	0
ENSG00000271070	0	0	0	0
ENSG00000271071	0	0	1	1
ENSG00000271072	0	0	0	0
ENSG00000271074	0	0	0	0
ENSG00000271075	0	0	0	0
ENSG00000271077	0	0	0	0
ENSG00000271078	1	0	0	0
ENSG00000271081	0	0	0	2
ENSG00000271088	0	0	0	0
ENSG00000271092	16	13	70	53
ENSG00000271093	0	0	0	0
ENSG00000271094	0	0	0	0
ENSG00000271095	1	0	3	2
ENSG00000271096	0	0	0	0
ENSG00000271097	0	0	0	0
ENSG00000271098	0	0	0	0
ENSG00000271099	2	1	5	5
ENSG00000271100	0	0	0	0
ENSG00000271101	0	0	0	0
ENSG00000271105	8	10	6	5
ENSG00000271108	0	0	0	0
ENSG00000271111	0	0	0	0
ENSG00000271113	0	0	0	0
ENSG00000271114	0	0	0	0
ENSG00000271115	0	0	0	0
ENSG00000271117	0	0	0	0
ENSG00000271118	0	0	0	0
ENSG00000271121	49	82	100	72
ENSG00000271127	0	0	0	0
ENSG00000271128	0	0	0	0
ENSG00000271129	0	0	0	0
ENSG00000271130	0	0	0	0
ENSG00000271131	0	1	0	0
ENSG00000271134	0	0	0	0
ENSG00000271136	0	0	0	0
ENSG00000271137	0	0	0	0
ENSG00000271138	0	0	0	1
ENSG00000271140	0	0	0	0
ENSG00000271142	0	0	0	0
ENSG00000271143	0	0	0	0
ENSG00000271146	0	0	0	0
ENSG00000271149	0	0	0	0
ENSG00000271150	0	0	0	0
ENSG00000271153	4	3	0	0
ENSG00000271154	0	0	0	0
ENSG00000271157	0	0	0	0
ENSG00000271158	0	0	0	0
ENSG00000271159	0	0	0	0
ENSG00000271161	0	0	0	0
ENSG00000271162	0	0	0	0
ENSG00000271163	0	0	0	0
ENSG00000271164	0	0	0	0
ENSG00000271166	0	0	0	0
ENSG00000271173	0	0	0	0
ENSG00000271174	0	0	0	0
ENSG00000271175	0	0	0	0
ENSG00000271177	0	0	0	0
ENSG00000271178	0	0	0	0
ENSG00000271179	0	0	0	0
ENSG00000271180	0	0	0	0
ENSG00000271181	0	0	0	0
ENSG00000271182	0	0	0	0
ENSG00000271184	0	0	0	0
ENSG00000271187	0	0	0	0
ENSG00000271190	0	0	0	0
ENSG00000271194	0	0	0	0
ENSG00000271195	0	0	0	0
ENSG00000271196	0	0	0	0
ENSG00000271198	1	0	0	0
ENSG00000271202	0	0	0	0
ENSG00000271205	0	0	0	0
ENSG00000271207	0	0	0	0
ENSG00000271209	0	0	0	0
ENSG00000271214	0	0	0	0
ENSG00000271215	0	0	0	0
ENSG00000271219	1	0	0	0
ENSG00000271220	0	0	10	5
ENSG00000271222	0	0	0	0
ENSG00000271225	0	0	0	0
ENSG00000271227	0	0	0	0
ENSG00000271230	0	0	0	0
ENSG00000271231	0	0	0	0
ENSG00000271232	0	0	0	0
ENSG00000271235	0	0	0	0
ENSG00000271236	0	0	0	0
ENSG00000271237	0	0	0	0
ENSG00000271238	0	0	0	0
ENSG00000271240	0	0	0	0
ENSG00000271242	0	0	0	0
ENSG00000271243	0	0	0	0
ENSG00000271245	0	0	0	0
ENSG00000271248	0	0	0	0
ENSG00000271249	0	0	0	0
ENSG00000271250	0	0	0	0
ENSG00000271251	0	0	0	0
ENSG00000271253	0	0	0	0
ENSG00000271254	148	116	167	146
ENSG00000271257	0	0	0	0
ENSG00000271264	0	0	0	0
ENSG00000271266	0	0	0	0
ENSG00000271267	0	0	0	0
ENSG00000271269	0	0	0	0
ENSG00000271271	0	2	0	2
ENSG00000271272	0	0	0	0
ENSG00000271275	0	0	0	0
ENSG00000271277	0	0	0	0
ENSG00000271278	5	8	13	17
ENSG00000271283	0	0	0	0
ENSG00000271284	0	0	0	0
ENSG00000271286	0	0	1	0
ENSG00000271287	2	1	1	0
ENSG00000271288	0	0	0	0
ENSG00000271290	0	0	0	0
ENSG00000271291	0	0	0	0
ENSG00000271296	0	0	0	0
ENSG00000271298	0	0	0	0
ENSG00000271299	0	0	0	0
ENSG00000271302	0	0	0	0
ENSG00000271303	525	599	441	403
ENSG00000271304	0	0	0	0
ENSG00000271306	0	0	0	0
ENSG00000271309	0	0	0	0
ENSG00000271313	0	0	0	0
ENSG00000271318	0	0	0	0
ENSG00000271322	0	0	0	1
ENSG00000271328	0	0	0	0
ENSG00000271329	0	0	0	0
ENSG00000271330	0	0	0	0
ENSG00000271332	0	0	0	0
ENSG00000271333	0	0	0	0
ENSG00000271336	0	0	0	0
ENSG00000271337	0	0	0	0
ENSG00000271338	0	0	0	0
ENSG00000271339	0	0	0	0
ENSG00000271340	0	0	0	0
ENSG00000271343	0	0	0	0
ENSG00000271349	0	0	0	0
ENSG00000271350	0	0	0	0
ENSG00000271353	0	0	0	0
ENSG00000271355	0	0	0	0
ENSG00000271356	0	0	0	0
ENSG00000271357	0	0	0	0
ENSG00000271358	0	0	0	0
ENSG00000271361	3	1	2	6
ENSG00000271362	0	0	0	0
ENSG00000271364	0	0	0	0
ENSG00000271365	0	0	0	0
ENSG00000271368	0	0	0	0
ENSG00000271369	46	32	37	31
ENSG00000271373	0	0	0	0
ENSG00000271375	0	0	0	0
ENSG00000271377	1	0	1	0
ENSG00000271378	0	0	0	0
ENSG00000271379	0	0	0	2
ENSG00000271381	0	0	0	0
ENSG00000271383	419	317	383	376
ENSG00000271385	0	0	0	0
ENSG00000271386	0	0	0	0
ENSG00000271389	0	0	0	0
ENSG00000271396	0	0	0	0
ENSG00000271397	0	0	0	0
ENSG00000271399	0	0	0	2
ENSG00000271400	0	0	0	0
ENSG00000271404	0	0	0	0
ENSG00000271408	0	0	0	0
ENSG00000271410	0	0	0	0
ENSG00000271412	0	0	0	0
ENSG00000271413	0	0	0	0
ENSG00000271414	0	1	0	0
ENSG00000271415	0	0	0	0
ENSG00000271418	0	0	0	0
ENSG00000271419	0	0	0	0
ENSG00000271421	0	0	0	0
ENSG00000271423	0	0	0	0
ENSG00000271424	0	0	0	0
ENSG00000271425	146	126	309	242
ENSG00000271426	0	0	0	0
ENSG00000271428	0	0	0	0
ENSG00000271429	0	0	0	0
ENSG00000271433	0	0	0	0
ENSG00000271437	0	0	0	0
ENSG00000271439	0	0	0	0
ENSG00000271440	0	0	0	0
ENSG00000271443	0	0	0	0
ENSG00000271447	1	0	1	1
ENSG00000271449	0	0	0	0
ENSG00000271454	0	0	0	0
ENSG00000271455	0	0	0	0
ENSG00000271456	0	0	0	0
ENSG00000271457	0	0	0	0
ENSG00000271459	0	0	0	0
ENSG00000271461	0	0	0	0
ENSG00000271462	0	0	0	0
ENSG00000271464	0	1	0	0
ENSG00000271465	0	0	0	0
ENSG00000271466	0	0	0	1
ENSG00000271468	0	0	0	0
ENSG00000271475	0	0	0	0
ENSG00000271477	0	0	0	0
ENSG00000271480	0	0	0	0
ENSG00000271482	0	0	0	0
ENSG00000271483	0	0	0	0
ENSG00000271484	0	0	0	0
ENSG00000271486	0	0	0	0
ENSG00000271488	0	0	0	0
ENSG00000271490	0	0	0	1
ENSG00000271491	0	0	0	0
ENSG00000271492	0	0	0	0
ENSG00000271494	0	0	0	0
ENSG00000271495	0	0	0	0
ENSG00000271496	0	0	0	0
ENSG00000271498	0	0	0	0
ENSG00000271499	0	0	0	0
ENSG00000271502	0	0	0	0
ENSG00000271503	54	47	59	89
ENSG00000271507	0	0	0	0
ENSG00000271508	0	0	0	0
ENSG00000271509	0	0	0	0
ENSG00000271511	0	0	0	0
ENSG00000271519	36	34	53	53
ENSG00000271523	0	0	0	0
ENSG00000271524	1	3	4	1
ENSG00000271525	0	0	0	0
ENSG00000271527	0	0	0	0
ENSG00000271530	0	0	0	0
ENSG00000271532	0	0	0	0
ENSG00000271536	0	0	0	0
ENSG00000271537	0	0	0	0
ENSG00000271544	0	0	0	0
ENSG00000271546	0	0	0	0
ENSG00000271547	0	0	0	1
ENSG00000271550	0	0	0	0
ENSG00000271558	0	0	0	0
ENSG00000271559	0	0	0	0
ENSG00000271560	0	0	0	0
ENSG00000271563	0	0	0	0
ENSG00000271565	0	0	0	0
ENSG00000271567	0	0	1	0
ENSG00000271568	0	0	0	0
ENSG00000271573	0	0	0	0
ENSG00000271578	0	0	0	0
ENSG00000271580	0	0	0	0
ENSG00000271581	2	2	4	0
ENSG00000271582	0	0	0	0
ENSG00000271583	0	0	0	0
ENSG00000271585	0	0	0	0
ENSG00000271586	0	0	0	0
ENSG00000271587	0	0	0	0
ENSG00000271588	0	0	0	0
ENSG00000271589	0	0	0	0
ENSG00000271595	0	0	0	0
ENSG00000271596	0	0	0	0
ENSG00000271597	0	0	0	0
ENSG00000271598	0	0	0	0
ENSG00000271600	0	0	0	0
ENSG00000271601	88	56	77	86
ENSG00000271602	0	0	5	0
ENSG00000271605	3	6	1	6
ENSG00000271606	0	0	0	0
ENSG00000271607	0	1	0	0
ENSG00000271608	0	0	0	0
ENSG00000271609	0	0	0	0
ENSG00000271611	0	0	0	0
ENSG00000271612	0	0	0	0
ENSG00000271615	0	0	0	0
ENSG00000271616	0	0	0	0
ENSG00000271618	0	0	0	0
ENSG00000271620	0	0	0	0
ENSG00000271621	0	0	0	0
ENSG00000271623	0	0	0	2
ENSG00000271624	0	0	0	0
ENSG00000271625	0	0	0	0
ENSG00000271626	0	0	0	0
ENSG00000271627	0	0	0	0
ENSG00000271629	0	0	0	0
ENSG00000271632	0	0	0	0
ENSG00000271635	0	0	0	0
ENSG00000271638	1	0	3	2
ENSG00000271639	0	0	0	0
ENSG00000271642	0	0	0	0
ENSG00000271644	0	0	0	0
ENSG00000271647	0	0	0	0
ENSG00000271650	0	0	0	0
ENSG00000271652	0	0	0	0
ENSG00000271654	0	0	1	1
ENSG00000271655	0	0	0	0
ENSG00000271656	0	0	0	0
ENSG00000271657	0	0	0	0
ENSG00000271660	0	0	0	0
ENSG00000271661	0	0	0	0
ENSG00000271664	0	0	0	0
ENSG00000271666	0	0	0	0
ENSG00000271667	0	0	0	0
ENSG00000271671	0	0	0	0
ENSG00000271672	0	0	0	0
ENSG00000271676	0	0	0	0
ENSG00000271677	0	0	0	0
ENSG00000271679	0	0	0	0
ENSG00000271680	0	0	0	0
ENSG00000271681	0	0	0	0
ENSG00000271682	0	0	0	0
ENSG00000271686	0	0	0	0
ENSG00000271687	0	0	2	2
ENSG00000271691	0	0	0	0
ENSG00000271693	0	0	0	0
ENSG00000271696	0	0	0	0
ENSG00000271697	0	0	0	0
ENSG00000271699	0	0	4	4
ENSG00000271701	0	0	0	0
ENSG00000271702	0	0	0	0
ENSG00000271704	0	0	0	0
ENSG00000271705	0	0	0	0
ENSG00000271707	1	1	0	0
ENSG00000271710	0	0	0	0
ENSG00000271711	0	0	0	0
ENSG00000271712	0	0	0	0
ENSG00000271723	0	6	16	24
ENSG00000271741	127	74	176	169
ENSG00000271749	0	0	2	0
ENSG00000271779	0	0	0	0
ENSG00000271793	1060	1353	800	742
ENSG00000271810	2	2	6	7
ENSG00000271824	0	1	17	7
ENSG00000271890	0	0	0	0
ENSG00000271900	0	0	0	0
ENSG00000271919	0	0	0	0
ENSG00000271924	0	0	0	1
ENSG00000271943	0	0	0	0
ENSG00000271949	0	0	0	0
ENSG00000271974	0	0	0	0
ENSG00000271977	23	26	5	3
ENSG00000271985	0	0	0	0
ENSG00000272006	0	0	0	0
ENSG00000272031	10	6	4	4
ENSG00000272047	305	400	487	435
ENSG00000272104	1	0	0	0
ENSG00000272134	1	0	2	0
ENSG00000272150	13	4	5	7
ENSG00000272162	0	0	0	2
ENSG00000272164	0	0	0	0
ENSG00000272220	0	1	0	0
ENSG00000272253	0	0	0	0
ENSG00000272281	0	0	2	0
ENSG00000272297	0	0	0	0
ENSG00000272305	3	3	6	1
ENSG00000272319	0	0	0	0
ENSG00000272325	2990	1512	776	829
ENSG00000272333	1484	1089	1285	1256
ENSG00000272346	0	0	0	0
ENSG00000272383	0	0	0	0
ENSG00000272387	0	0	0	0
ENSG00000272391	2050	1780	1777	1783
ENSG00000272395	0	0	0	0
ENSG00000272398	57934	38880	8710	8942
ENSG00000272400	6	3	0	2
ENSG00000272407	0	0	2	0
ENSG00000272410	13	18	26	26
ENSG00000272414	21	4	20	2
ENSG00000272419	16	8	4	6
ENSG00000272435	0	0	0	0
ENSG00000272436	0	0	0	0
ENSG00000272442	0	0	0	2
ENSG00000272443	0	1	0	0
ENSG00000272480	0	0	0	0
ENSG00000272494	0	0	0	0
ENSG00000272514	1	0	3	4
ENSG00000272556	5	3	5	4
ENSG00000272559	0	0	0	0
ENSG00000272569	0	0	0	0
ENSG00000272573	0	5	309	292
ENSG00000272578	55	21	40	41
ENSG00000272595	0	0	0	0
ENSG00000272601	13	10	36	32
ENSG00000272602	263	350	121	102
ENSG00000272617	14	31	35	30
ENSG00000272634	0	0	0	0
ENSG00000272636	126	5	0	0
ENSG00000272645	7	0	4	4
ENSG00000272647	3	4	22	15
ENSG00000272655	19	10	13	14
ENSG00000272664	0	0	0	0
ENSG00000272676	0	0	0	0
ENSG00000272685	0	0	0	0
ENSG00000272693	3	1	2	1
ENSG00000272710	1	0	1	0
ENSG00000272714	0	0	0	0
ENSG00000272741	2	2	2	0
ENSG00000272772	1221	1713	1447	1282
ENSG00000272779	267	261	247	221
ENSG00000272804	0	0	0	0
ENSG00000272822	0	14	29	25
ENSG00000272837	0	0	0	0
ENSG00000272856	0	0	0	0
ENSG00000272882	0	0	0	0
ENSG00000272886	857	824	1452	1340
ENSG00000272887	6	0	0	0
ENSG00000272896	0	2	43	32
ENSG00000272897	0	0	0	0
ENSG00000272899	3	2	8	25
ENSG00000272900	0	0	0	0
ENSG00000272916	258	106	62	77
ENSG00000272921	0	0	0	0
ENSG00000272937	0	0	0	0
ENSG00000272963	0	0	0	0
ENSG00000272968	18	35	2	1
ENSG00000272980	3	26	30	20
ENSG00000272987	0	0	0	0
ENSG00000273003	7	0	0	0
ENSG00000273024	7	0	0	2
ENSG00000273025	2	0	0	0
ENSG00000273036	0	0	0	0
ENSG00000273041	1	2	4	1
